Year,Member State,Region,8 Types of Farming,Economic Size,(SE010) Total labour input (AWU),(SE025) Total Utilised Agricultural Area (ha),(SE080) Total livestock units (LU),(SE131) Total output (€/farm),(SE132) Total output / Total input (ratio),(SE135) Total output crops & crop production (€/farm),(SE136) Total crops output (€/ha),(SE206) Total output livestock & livestock products (€/farm),(SE270) Total Inputs (€),(SE281) Total specific costs (€),(SE284) Specific crop costs (€/ha),(SE285) Seeds and plants (€),(SE295) Fertilisers (€),(SE300) Crop protection (€),(SE305) Other crop specific costs (€),(SE309) Specific livestock costs (€/LU),(SE345) Energy (€),(SE410) Gross Farm Income (€),(SE415) Farm Net Value Added (€),(SE425) Farm Net Value Added (€/AWU),(SE605) Total subsidies - excluding on investments (€)
2019,EU27_2020,(745) Czechia,(8) Mixed,(6) >= 500 000 EUR,43.49,1615.17,832.91,3305229,0.84,1411507,877.4,1458603,3947835,1633717,328.19,132381,190953,162818,43935,1041.19,285460,1633384,1275264,29321.38,841369
2019,EU27_2020,(370) Denmark,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,0.36,19.72,0.25,36761,0.74,15219,860.21,187,49923,20376,355.21,1295,3109,1021,1581,935,1710,4917,-2148,-6027.96,5966
2019,EU27_2020,(370) Denmark,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,0.54,31.04,0.7,72414,0.81,33728,1223.43,364,89742,36131,369.6,2155,4062,2760,2496,1039.43,3003,19189,6535,12119.24,9797
2019,EU27_2020,(370) Denmark,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,0.96,66.59,2.24,162984,0.91,64655,1058.13,1899,179136,81378,367.41,4913,8774,4243,6538,1131.02,5551,58093,37164,38851.02,23229
2019,EU27_2020,(370) Denmark,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,1.63,179.26,5.95,366650,1,252161,1478,4987,365158,113201,449.34,15689,28675,20949,15237,832.41,16703,205613,154900,94991.19,56148
2019,EU27_2020,(370) Denmark,(1) Fieldcrops,(6) >= 500 000 EUR,4.04,587.43,16.45,1206251,0.99,947087,1686.34,20475,1220902,332471,499.08,69202,87805,87048,49117,952.91,53597,755091,613391,151988.55,183653
2019,EU27_2020,(370) Denmark,(2) Horticulture,(3) 25 000 - < 50 000 EUR,0.76,12.17,0.7,63442,1.2,21640,4910.83,152,52882,11790,678.27,5056,471,419,2312,810.01,3312,35520,25057,32908.36,2832
2019,EU27_2020,(370) Denmark,(2) Horticulture,(4) 50 000 - < 100 000 EUR,0.71,2.21,0.01,31356,0.64,30440,27327.06,17,49380,17466,7895.61,9165,4793,744,2752,939.68,3973,-7142,-11069,-15562.46,542
2019,EU27_2020,(370) Denmark,(2) Horticulture,(5) 100 000 - < 500 000 EUR,3.28,11.28,0.49,327677,1.15,300060,28695.83,595,284826,109049,9600.36,57289,12273,2624,36066,1590.51,19052,161573,151271,46128.3,5784
2019,EU27_2020,(370) Denmark,(2) Horticulture,(6) >= 500 000 EUR,21.82,60.03,0.05,2879348,1.06,2786763,48693.38,133,2703840,1047103,17309.83,433481,101328,39230,465076,1769.39,197139,1364537,1225991,56188.34,20625
2019,EU27_2020,(370) Denmark,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,0.6,3.5,0,11159,0.54,10846,3099,0,20658,4400,1257.19,0,0,4312,88,-,1446,-3646,-9218,-15363,0
2019,EU27_2020,(370) Denmark,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,0.51,9.57,0,34695,0.65,14460,1788.6,0,53565,5759,601.83,357,808,883,3712,-,916,10940,-6755,-13372.83,1770
2019,EU27_2020,(370) Denmark,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,0.7,26.1,0.03,37586,0.74,28932,1334.26,121,51102,7543,274.62,1155,571,709,4733,6274.1,2960,12729,7542,10722.57,5656
2019,EU27_2020,(370) Denmark,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,3.5,69.92,8.5,345343,1.06,305949,4527.22,7202,326755,72498,961.58,4272,10073,9029,43859,578.64,9473,211986,184412,52666.56,17011
2019,EU27_2020,(370) Denmark,(4) Other permanent crops,(6) >= 500 000 EUR,28.92,261.35,0,3083387,0.98,2470427,10140.08,0,3146437,650338,2488.38,9054,64564,37239,539481,-,74166,1921242,1566245,54165.88,98002
2019,EU27_2020,(370) Denmark,(5) Milk,(4) 50 000 - < 100 000 EUR,0.49,27.39,10.45,5722,0.07,12996,641.45,-11638,79056,25817,245.64,2112,1087,1185,2344,1826.66,3757,-49339,-60817,-122941.33,10416
2019,EU27_2020,(370) Denmark,(5) Milk,(5) 100 000 - < 500 000 EUR,1.75,87.89,114.86,380809,1.06,94648,1098.24,274390,360851,188914,257.03,7110,7746,3190,4544,1445.89,11566,141701,111300,63550.68,38080
2019,EU27_2020,(370) Denmark,(5) Milk,(6) >= 500 000 EUR,4.47,220.62,375.18,1359453,1.04,279824,1290.35,1045507,1309416,668575,284.45,22123,20277,9498,10856,1611.38,33886,533360,419964,93879.72,93466
2019,EU27_2020,(370) Denmark,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,0.71,14.98,14.77,125111,0.71,6713,451.73,22140,177457,76299,118.7,471,329,73,905,814.28,2832,20880,-8696,-12198.75,3799
2019,EU27_2020,(370) Denmark,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,0.55,26.74,18.98,77731,0.82,18288,698.1,10802,95157,26726,216.62,714,1810,160,3108,1102.65,4234,24067,4500,8228.51,9116
2019,EU27_2020,(370) Denmark,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,0.72,52.69,39.81,99395,0.72,35730,883.79,37019,138775,60690,198.76,2735,4295,1643,1801,1116.35,2509,21212,5451,7554.02,25576
2019,EU27_2020,(370) Denmark,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,1.48,117.15,166.43,313636,0.85,111604,1023.11,161531,367507,183731,203.88,7963,7236,3923,4762,957.49,11045,106217,73086,49449.62,66981
2019,EU27_2020,(370) Denmark,(6) Other grazing livestock,(6) >= 500 000 EUR,2.76,201.71,396.31,927844,0.89,222063,1156.77,651263,1039392,588000,316.2,18392,22760,13626,9001,1321.2,24290,389938,284624,103076.54,216681
2019,EU27_2020,(370) Denmark,(7) Granivores,(3) 25 000 - < 50 000 EUR,0.36,2.4,30.8,38373,0.79,616,256.72,37354,48390,31671,430.22,0,0,0,1033,994.77,849,-3419,-8076,-22654.88,0
2019,EU27_2020,(370) Denmark,(7) Granivores,(5) 100 000 - < 500 000 EUR,1.55,56.21,209.59,456629,1.07,65251,1228.05,358607,425681,261226,289.46,5623,3265,3380,4003,1163.1,11094,148600,111390,71725.54,21333
2019,EU27_2020,(370) Denmark,(7) Granivores,(6) >= 500 000 EUR,5.31,213.13,1259.33,2215205,1.24,268546,1317.83,1863384,1784974,1060613,343.87,15851,20747,25840,10851,774.83,52330,992156,854840,161087.31,67841
2019,EU27_2020,(370) Denmark,(8) Mixed,(2) 8 000 - < 25 000 EUR,0.21,12.38,13.45,11427,0.19,5687,459.34,3953,61199,9955,296.02,225,1893,1546,0,467.65,1793,-38878,-42958,-204562.77,4617
2019,EU27_2020,(370) Denmark,(8) Mixed,(3) 25 000 - < 50 000 EUR,0.6,25.52,14.26,40981,0.71,17409,803.27,8545,57351,18693,201.26,630,2061,536,1908,950.41,1532,14152,6983,11566.48,12395
2019,EU27_2020,(370) Denmark,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.02,56.15,34.08,118525,0.67,40049,783,21316,177355,72509,248.99,3372,4498,2640,3470,879.42,5833,20245,-4483,-4387.04,20918
2019,EU27_2020,(370) Denmark,(8) Mixed,(5) 100 000 - < 500 000 EUR,1.7,129.56,99.9,313629,0.92,140021,1150.7,125009,339413,139233,256.23,10098,9208,5922,7970,1060.43,13425,143279,103113,60669.6,60413
2019,EU27_2020,(370) Denmark,(8) Mixed,(6) >= 500 000 EUR,3.5,332.01,545.83,1336398,1.08,514195,1613.23,745540,1236561,642392,455.53,38602,43583,48492,20562,875.42,42709,596200,479847,137185.62,123350
2019,EU27_2020,(50) Nordrhein-Westfalen,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,0.8,26.64,1.12,48959,1.03,35829,1378.57,1983,47405,14061,362.88,3196,2719,2912,839,742.56,4082,23357,15491,19453.63,10010
2019,EU27_2020,(50) Nordrhein-Westfalen,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.08,49.94,1.5,94869,1.04,68108,1410.59,5374,91075,23592,422.01,5852,6951,7289,982,1260.25,8154,52966,37751,34889.42,19600
2019,EU27_2020,(50) Nordrhein-Westfalen,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,1.49,99.74,5.4,221056,1.09,168954,1729.05,15051,203081,55964,477.7,15803,12914,16369,2561,816.81,16687,132611,101478,68029.25,36939
2019,EU27_2020,(50) Nordrhein-Westfalen,(1) Fieldcrops,(6) >= 500 000 EUR,5.88,132.3,61.53,831433,1.13,709916,5387.15,76278,738442,252059,1564.12,97263,24277,41728,43672,724.49,53014,437303,362696,61721.28,50645
2019,EU27_2020,(50) Nordrhein-Westfalen,(2) Horticulture,(3) 25 000 - < 50 000 EUR,2.75,1.26,0,127023,1.22,126944,100749.21,0,104453,26096,18640.88,15934,3602,1588,2364,-,5935,79042,69191,25188.35,0
2019,EU27_2020,(50) Nordrhein-Westfalen,(2) Horticulture,(4) 50 000 - < 100 000 EUR,1.24,3.09,0,61719,1.12,34190,11052.69,0,54985,30748,2675.95,7044,280,21,932,-,4709,17680,14832,12003.5,877
2019,EU27_2020,(50) Nordrhein-Westfalen,(2) Horticulture,(5) 100 000 - < 500 000 EUR,4.91,2.16,0,316492,1.23,300642,138903.42,0,256721,75082,28628.57,33732,1626,4076,22529,-,30062,158482,142642,29053.71,3142
2019,EU27_2020,(50) Nordrhein-Westfalen,(2) Horticulture,(6) >= 500 000 EUR,8.48,7.54,0,802074,1.22,764451,101341.24,0,656138,208515,26023.88,107235,3540,10702,74830,-,50400,430874,388292,45797.24,2857
2019,EU27_2020,(50) Nordrhein-Westfalen,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,2.94,41.39,0,230464,1.27,181514,4439.96,0,181647,50934,783.53,6822,3809,10790,11010,-,16228,129400,98853,33669.36,21794
2019,EU27_2020,(50) Nordrhein-Westfalen,(5) Milk,(3) 25 000 - < 50 000 EUR,1.5,19.07,23.45,164629,1.08,8690,455.69,26122,152882,122976,119.86,1654,519,76,37,827.98,3452,28048,26118,17412.31,11383
2019,EU27_2020,(50) Nordrhein-Westfalen,(5) Milk,(4) 50 000 - < 100 000 EUR,1.13,32.74,38.36,84192,0.91,6620,204.81,67076,92245,36814,147.79,1745,2268,618,208,824.12,5801,34196,23077,20370.49,23256
2019,EU27_2020,(50) Nordrhein-Westfalen,(5) Milk,(5) 100 000 - < 500 000 EUR,1.82,72,120.39,293711,1.06,18457,257.35,263582,277885,122312,230.89,5812,6539,2468,1805,872.27,20053,124587,86252,47514.96,33889
2019,EU27_2020,(50) Nordrhein-Westfalen,(5) Milk,(6) >= 500 000 EUR,3.6,131.94,328.2,844452,1.03,54020,412.98,758407,822978,365091,344.85,16418,15877,8659,4544,969.35,50374,331641,231900,64499.56,55395
2019,EU27_2020,(50) Nordrhein-Westfalen,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.05,36.26,27.92,57012,0.77,9794,270.73,35833,74468,13000,87.75,842,1366,326,648,351.39,6406,34310,16683,15873.15,25334
2019,EU27_2020,(50) Nordrhein-Westfalen,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.34,45.63,48.72,101458,0.95,21466,475.6,69591,107296,27841,200.92,3003,3569,1569,1027,373.01,8457,49227,31558,23562.25,20770
2019,EU27_2020,(50) Nordrhein-Westfalen,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,1.44,65.34,118.96,193735,0.94,30885,477.6,145675,206130,88911,273.14,7020,5671,3902,1254,594.98,13897,76361,46494,32189.85,29169
2019,EU27_2020,(50) Nordrhein-Westfalen,(6) Other grazing livestock,(6) >= 500 000 EUR,2.95,132,317.04,580514,0.99,77496,591.42,468349,589232,277658,343.91,18214,14749,9476,2957,731.99,37009,229450,151323,51246.86,53690
2019,EU27_2020,(50) Nordrhein-Westfalen,(7) Granivores,(3) 25 000 - < 50 000 EUR,1.5,23.06,27.92,169640,1.28,0,0,109556,132564,46493,130.51,0,1160,0,1850,1557.72,5137,99675,81859,54646.61,16928
2019,EU27_2020,(50) Nordrhein-Westfalen,(7) Granivores,(4) 50 000 - < 100 000 EUR,1.05,17.04,52.98,114566,1.03,16791,985.1,87996,111626,61304,243.54,1671,1105,1068,308,1003.84,6844,29652,14269,13624.97,7670
2019,EU27_2020,(50) Nordrhein-Westfalen,(7) Granivores,(5) 100 000 - < 500 000 EUR,1.49,52.55,219.79,358123,1.19,64701,1251.94,280577,300822,181098,348.6,5591,5598,6181,948,731.63,16802,141523,114648,76970.25,19427
2019,EU27_2020,(50) Nordrhein-Westfalen,(7) Granivores,(6) >= 500 000 EUR,2.58,94.28,454.72,775628,1.23,115286,1248.69,627024,631977,364717,381.02,11622,9845,13163,1291,704.39,36173,356291,296610,115059.98,38930
2019,EU27_2020,(50) Nordrhein-Westfalen,(8) Mixed,(3) 25 000 - < 50 000 EUR,1,28.28,13.79,45056,1.01,19502,695.7,20345,44701,11956,231.83,1855,2519,1639,543,391.7,4734,19720,12449,12494.54,9593
2019,EU27_2020,(50) Nordrhein-Westfalen,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.26,39.3,30.12,117515,1.02,36281,932.18,64071,115319,37371,281.66,3254,4067,2992,757,729.84,8185,56039,37714,29947.42,15640
2019,EU27_2020,(50) Nordrhein-Westfalen,(8) Mixed,(5) 100 000 - < 500 000 EUR,1.81,69.48,140.96,274302,1.07,84255,1236.22,175377,255432,128950,390.73,9232,7980,8582,1353,715.31,15477,111018,85936,47551.44,26833
2019,EU27_2020,(50) Nordrhein-Westfalen,(8) Mixed,(6) >= 500 000 EUR,3.16,120.43,370.21,751124,1.11,213748,1800.92,504306,676414,352669,591.75,29922,15976,17992,7376,745.7,38399,319377,250247,79196.31,48739
2019,EU27_2020,(30) Niedersachsen,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,0.88,32.91,0.16,42750,1.06,31245,984.04,233,40260,10211,289.41,2828,4062,2278,356,803,4468,23974,18884,21549.24,11854
2019,EU27_2020,(30) Niedersachsen,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.01,51.73,1.8,77979,1.05,57589,1174.51,3837,74050,20478,319.33,5445,5815,4541,716,1472.03,6708,44515,35043,34537.01,19049
2019,EU27_2020,(30) Niedersachsen,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,1.57,116.19,6.94,234742,1.11,200851,1794.41,8403,210878,68708,513.36,17677,19946,16788,5236,682.85,15677,139662,108781,69481.09,40397
2019,EU27_2020,(30) Niedersachsen,(1) Fieldcrops,(6) >= 500 000 EUR,4.62,279.75,23.13,832416,1.11,738158,2770.4,40879,750087,257500,807.98,77641,63848,53794,30747,1158.6,57526,497520,386885,83738.43,96333
2019,EU27_2020,(30) Niedersachsen,(2) Horticulture,(5) 100 000 - < 500 000 EUR,5.47,5.9,0,359825,1.35,332221,57259.33,0,267014,106151,15324.61,45232,6121,1958,37029,-,9573,225676,211310,38641.7,2871
2019,EU27_2020,(30) Niedersachsen,(2) Horticulture,(6) >= 500 000 EUR,12.85,5.14,0,689952,1.05,584123,113568.89,0,658551,198921,22454.77,70439,3682,4215,37156,-,35163,389998,376619,29314.52,2970
2019,EU27_2020,(30) Niedersachsen,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,5.22,20.29,0.28,372392,1.25,291073,14604.52,854,298901,60777,2172.65,2081,2493,17703,21807,877.7,20581,242184,195900,37541.77,9546
2019,EU27_2020,(30) Niedersachsen,(4) Other permanent crops,(6) >= 500 000 EUR,11.35,54.59,0,1044212,1.24,898435,16458.88,0,843175,166173,2469.07,859,5557,72066,56296,-,60173,674651,540797,47635.47,21970
2019,EU27_2020,(30) Niedersachsen,(5) Milk,(3) 25 000 - < 50 000 EUR,1,10.04,14.85,28938,1.29,0,0,8228,22492,7421,192.3,612,417,235,667,369.31,2179,16106,13020,13020.45,3279
2019,EU27_2020,(30) Niedersachsen,(5) Milk,(4) 50 000 - < 100 000 EUR,1.1,28.98,33.81,59848,0.82,4669,165.75,51158,72786,28787,226.42,2404,2053,1100,1004,657.33,7232,13931,6830,6209.02,10839
2019,EU27_2020,(30) Niedersachsen,(5) Milk,(5) 100 000 - < 500 000 EUR,1.85,79.67,141.75,301658,1.08,13869,174.64,278931,278841,131242,248.46,6891,8811,2164,1930,785.77,18289,125620,92771,50123.93,30571
2019,EU27_2020,(30) Niedersachsen,(5) Milk,(6) >= 500 000 EUR,4.26,164.38,366.95,850067,1.04,23090,140.59,807979,817058,382234,299.52,18115,20497,5808,4815,906.64,46618,347164,255227,59862.83,62448
2019,EU27_2020,(30) Niedersachsen,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,0.95,30.35,29.01,35361,0.83,6480,215.36,17487,42584,7767,103.62,936,1554,198,456,152.73,3964,16994,9839,10326.73,12887
2019,EU27_2020,(30) Niedersachsen,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.21,42.27,43.05,70517,0.88,16723,396.19,42209,79906,24407,244.17,3590,3830,1279,1622,327.19,6850,31798,18398,15241.5,16264
2019,EU27_2020,(30) Niedersachsen,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,1.46,80.61,118.05,183901,0.95,34277,426.45,137364,193800,82854,236.91,7353,6958,3498,1288,539.86,12635,73324,50519,34615.23,29702
2019,EU27_2020,(30) Niedersachsen,(6) Other grazing livestock,(6) >= 500 000 EUR,2.58,164.51,330.71,509896,0.95,52579,323.49,431803,534430,253680,324.97,16613,21522,9383,5944,602.44,33815,198178,123100,47723.29,66249
2019,EU27_2020,(30) Niedersachsen,(7) Granivores,(4) 50 000 - < 100 000 EUR,1.13,16.94,57.31,217121,1.17,18347,1124.52,184236,186162,117390,488.88,3906,1670,2336,370,1903.75,15106,69423,50860,45208.45,6175
2019,EU27_2020,(30) Niedersachsen,(7) Granivores,(5) 100 000 - < 500 000 EUR,1.55,48.35,207.38,369822,1.22,52455,1094.01,303357,303167,192231,366.77,6962,5522,4406,844,840.35,16951,149245,126187,81636.06,18058
2019,EU27_2020,(30) Niedersachsen,(7) Granivores,(6) >= 500 000 EUR,2.49,107.74,519.52,892630,1.25,125250,1174.03,722268,711830,418834,374.02,14492,12796,11548,1460,725.88,40176,413257,353057,141745.52,39727
2019,EU27_2020,(30) Niedersachsen,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.11,31.3,7.12,28311,0.82,23138,742.06,-1960,34406,7863,228.41,2274,3121,1510,244,100.45,3305,14331,11572,10386.25,10726
2019,EU27_2020,(30) Niedersachsen,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.13,32.83,35.55,106814,1.07,30780,950.99,52931,99903,46232,307.05,3118,4165,2187,612,1007.24,8487,37639,26058,23155.5,12018
2019,EU27_2020,(30) Niedersachsen,(8) Mixed,(5) 100 000 - < 500 000 EUR,1.66,78.95,138.79,296732,1.09,86562,1113.25,194666,272313,143122,374.3,10507,9783,7665,1598,812.38,17449,118832,94666,56931.14,27981
2019,EU27_2020,(30) Niedersachsen,(8) Mixed,(6) >= 500 000 EUR,3.01,153.68,396.94,800423,1.11,193387,1273.39,582465,721745,395539,496.35,27568,21075,17337,10301,801.59,42508,332973,268048,88992.72,58281
2019,EU27_2020,(60) Hessen,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,0.65,39.68,1.13,40244,0.86,30435,803.37,1501,46817,11202,260.73,2434,4014,3393,505,677.16,4768,22438,12412,18961.52,15777
2019,EU27_2020,(60) Hessen,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,0.95,62.44,2.2,67975,0.87,58415,982.52,1707,77846,21397,329.32,5336,7292,6985,952,336.82,7713,36580,23529,24705.91,24279
2019,EU27_2020,(60) Hessen,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,1.77,136.79,10.63,217345,1.02,181464,1374.17,12914,212062,65681,414.66,13226,20324,19421,3750,632.41,19071,124620,90119,50933.36,46696
2019,EU27_2020,(60) Hessen,(1) Fieldcrops,(6) >= 500 000 EUR,12.79,179.66,8.01,905943,1.08,808924,4656.56,21208,837093,213769,1130.94,98923,36623,45553,22085,1185.83,54062,607737,493114,38551.27,62186
2019,EU27_2020,(60) Hessen,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,1.5,13.21,0,48356,1.98,48293,4199.39,0,24474,5847,442.61,820,1371,3176,480,-,3730,39727,38399,25619.49,4616
2019,EU27_2020,(60) Hessen,(5) Milk,(3) 25 000 - < 50 000 EUR,1.15,26.6,16.1,26100,0.95,1926,72.41,18829,27466,9321,89.65,262,927,0,1196,430.83,5074,11613,8299,7216.41,10286
2019,EU27_2020,(60) Hessen,(5) Milk,(4) 50 000 - < 100 000 EUR,1.27,38.31,35.91,69577,1.03,8901,234.15,58904,67468,24929,123.77,1271,1869,835,768,560.77,7603,38124,27402,21493.89,18534
2019,EU27_2020,(60) Hessen,(5) Milk,(5) 100 000 - < 500 000 EUR,2.19,113.02,122.71,282511,1.02,33583,299.58,235191,276220,109313,172.95,6109,7236,3612,2589,718.04,24554,139943,89309,40753.02,49536
2019,EU27_2020,(60) Hessen,(5) Milk,(6) >= 500 000 EUR,5.75,235.71,391.31,1070589,1.05,100376,430.53,938073,1023062,468042,269.06,25119,20936,12063,5302,1031,71310,442631,315511,54912.22,95631
2019,EU27_2020,(60) Hessen,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.06,47.42,33.04,44153,0.65,2137,45.14,37698,67412,15846,44.71,249,572,33,1266,412.55,6083,20790,4858,4581.57,23667
2019,EU27_2020,(60) Hessen,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.32,72.83,46.3,57005,0.7,11796,162.36,39964,81092,18703,69.59,2174,1490,435,969,294.39,8862,39666,21894,16579.06,36516
2019,EU27_2020,(60) Hessen,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,1.98,118.85,105.56,160723,0.91,27346,231.32,113737,176288,53931,131.74,4528,5282,2905,2943,358.16,17261,97739,67418,34099,55067
2019,EU27_2020,(60) Hessen,(7) Granivores,(5) 100 000 - < 500 000 EUR,1.88,71.55,221.77,408497,1.19,63289,921.03,335049,341852,208836,287.88,4651,6581,8301,1065,848.38,17983,166205,131235,69990.43,27261
2019,EU27_2020,(60) Hessen,(7) Granivores,(6) >= 500 000 EUR,2.97,143.51,509.02,881115,1.19,135867,981.32,710922,741024,421809,343.14,10565,14340,22643,1695,731.07,44670,386665,291409,98218.26,54759
2019,EU27_2020,(60) Hessen,(8) Mixed,(3) 25 000 - < 50 000 EUR,0.85,33.72,17.62,33547,0.72,17499,532.41,12445,46360,15266,214.53,1590,2989,1876,778,426.02,4425,10988,3388,3987.71,13741
2019,EU27_2020,(60) Hessen,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.14,56.45,28.92,65422,0.9,29724,535.72,30235,72726,22120,189.56,2256,4224,2731,1490,391.52,8271,36863,23024,20258.01,23343
2019,EU27_2020,(60) Hessen,(8) Mixed,(5) 100 000 - < 500 000 EUR,1.79,115.26,94.47,241193,1.05,91888,818.38,136384,229741,99169,272.26,8071,11415,10211,1683,687.12,19262,118121,88016,49048.59,43538
2019,EU27_2020,(60) Hessen,(8) Mixed,(6) >= 500 000 EUR,2.76,213.32,411.44,696931,1.18,215701,1048.74,463042,589018,311511,357.95,16595,25884,30488,3391,570.56,43574,341578,266124,96490.9,76963
2019,EU27_2020,(90) Bayern,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,0.8,32.59,0.46,43622,0.86,34653,1102.54,415,50516,11392,328.28,2970,4125,2759,843,830.19,4834,22917,12240,15347.66,14945
2019,EU27_2020,(90) Bayern,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.03,53.79,1.32,78235,0.93,66351,1283.26,1108,84264,20920,372.03,5117,7746,6128,1019,460.75,7930,46727,29299,28535.41,23249
2019,EU27_2020,(90) Bayern,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,2.46,99.88,4.87,277085,1.18,231301,2397.66,9397,235070,63240,557.34,12575,17947,19244,5904,1164.55,21375,179059,138774,56460.43,41594
2019,EU27_2020,(90) Bayern,(1) Fieldcrops,(6) >= 500 000 EUR,7.35,187.07,11.95,946198,1.06,871601,4806.35,21875,892848,228903,1165.81,55355,61036,78535,23168,737.02,65070,576589,402539,54771.85,65732
2019,EU27_2020,(90) Bayern,(2) Horticulture,(3) 25 000 - < 50 000 EUR,1.54,6.32,0,46788,0.94,33738,12926.44,0,49794,6949,1099.59,3270,2248,1348,84,-,8166,12983,313,203.34,2449
2019,EU27_2020,(90) Bayern,(2) Horticulture,(4) 50 000 - < 100 000 EUR,1.6,5.42,0,70851,1.1,49968,9520.64,0,64478,24602,2337.35,7438,1726,1502,1999,-,7025,25804,21548,13450.1,1586
2019,EU27_2020,(90) Bayern,(2) Horticulture,(5) 100 000 - < 500 000 EUR,3.88,11.66,0,219927,1.26,208384,20762.25,0,175151,53131,4223.07,27840,5657,5329,10408,-,20301,120850,99099,25569.44,6862
2019,EU27_2020,(90) Bayern,(2) Horticulture,(6) >= 500 000 EUR,18,26.02,0,2409671,1.04,1873160,77134.65,-229,2317270,951314,18346.71,184039,19768,33446,240181,-,198512,849367,626977,34837.57,16382
2019,EU27_2020,(90) Bayern,(3) Wine,(3) 25 000 - < 50 000 EUR,0.9,3.92,0,39217,1.19,32531,8465.39,0,33050,7428,1612.17,67,738,1428,4087,-,1472,16390,9867,10974.04,1224
2019,EU27_2020,(90) Bayern,(3) Wine,(4) 50 000 - < 100 000 EUR,2.22,7.25,0,149093,1.34,135358,18877.02,0,111260,28226,3530.15,101,719,2609,22152,-,5302,89815,68651,30950.35,4933
2019,EU27_2020,(90) Bayern,(3) Wine,(5) 100 000 - < 500 000 EUR,2.84,15.5,0,175881,1.1,165786,10876.3,0,160552,28380,1796.8,512,1152,5407,20779,-,4280,124040,99694,35075.21,7127
2019,EU27_2020,(90) Bayern,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,1.17,7.3,0,31417,0.73,25726,4746.49,0,42859,6605,579.17,224,595,957,2453,-,2603,7426,-6801,-5819.65,3881
2019,EU27_2020,(90) Bayern,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,1.99,5.81,0,74248,1.61,53158,9255.6,0,46101,5682,758.18,7,369,3811,218,-,3760,55551,40665,20480.27,2737
2019,EU27_2020,(90) Bayern,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,1.83,34.09,0.28,52016,0.62,37680,1107.36,214,84374,20418,442.69,2836,3411,4762,4082,17.19,4385,28921,16251,8891.2,28076
2019,EU27_2020,(90) Bayern,(4) Other permanent crops,(6) >= 500 000 EUR,1,100.69,0,177998,0.99,171385,1740.66,0,180177,58417,578.37,13065,0,0,45171,-,9535,153486,100733,100733.2,75774
